num	time	ers	depth	appends	dedup	frontier	bankrupt	elapsed	verdict	change	config
9	2026-04-03T09:30:40.175269	0.0092	2	25	2	12	0	600	DISCARD	edit:problem.txt (The last experiments show depth scores of 0-4, which is far )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
10	2026-04-03T09:40:57.130166	0.05847	5	31	2	17	0	600	KEEP	edit:problem.txt (The previous experiments show depth scores of 0-4, which is )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
11	2026-04-03T09:51:15.095990	0.0	0	16	0	8	0	600	DISCARD	edit:problem.txt (The previous experiments show depth scores of 0-5, which is )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
12	2026-04-03T10:01:33.785542	0.00923	2	26	2	9	0	600	DISCARD	edit:problem.txt (The previous experiments show depth scores of 0-5, which is )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
13	2026-04-03T10:11:57.602208	0.0	0	17	5	6	0	600	DISCARD	edit:problem.txt (The previous experiments show depth scores mostly between 0-)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
14	2026-04-03T10:22:16.392704	0.0	0	12	1	5	0	600	DISCARD	edit:problem.txt (The previous experiments show depth scores mostly between 0-)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
15	2026-04-03T10:32:39.163015	0.00926	2	27	2	14	0	600	DISCARD	edit:problem.txt (The previous experiments show depth scores mostly between 0-)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
16	2026-04-03T10:43:03.970018	0.076	6	45	7	18	0	600	KEEP	edit:problem.txt (The previous experiments show depth scores mostly between 0-)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
17	2026-04-03T10:53:19.918518	0.0	0	6	2	4	0	600	DISCARD	edit:problem.txt (The previous experiments show depth scores mostly between 0-)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
18	2026-04-03T11:03:35.584991	0.0	0	17	11	9	0	600	DISCARD	edit:problem.txt (The previous experiments show depth scores mostly between 0-)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
19	2026-04-03T11:13:52.003735	0.02172	3	29	1	9	0	600	DISCARD	edit:problem.txt (The previous experiments show low depth scores (mostly 0-2),)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
20	2026-04-03T11:24:11.374064	0.0	0	15	0	7	0	600	DISCARD	edit:problem.txt (The previous experiments show low depth scores (mostly 0-3, )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
21	2026-04-03T11:34:28.504105	0.0	0	8	0	5	0	600	DISCARD	edit:problem.txt (The previous experiments show low depth scores (mostly 0-3),)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
22	2026-04-03T11:44:46.145183	0.01929	3	21	3	9	0	600	DISCARD	edit:problem.txt (The previous experiments show depth scores mostly between 0-)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
23	2026-04-03T11:55:04.914650	0.05398	5	44	6	19	0	600	DISCARD	edit:problem.txt (The previous experiments show depth scores mostly between 0-)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
24	2026-04-03T12:05:33.627616	0.0	0	16	3	5	0	600	DISCARD	edit:problem.txt (The previous experiments show depth scores mostly between 0-)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
25	2026-04-03T12:15:54.048715	0.0216	3	25	1	8	0	600	DISCARD	edit:problem.txt (Previous experiments show depth scores mostly between 0-5, i)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
26	2026-04-03T12:26:12.551468	0.03684	4	38	3	20	0	600	DISCARD	edit:problem.txt (The previous experiments show consistently low depth scores )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
27	2026-04-03T12:36:28.954613	0.0	0	15	0	7	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth scores )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
28	2026-04-03T12:46:49.721721	0.0	0	14	1	6	0	600	DISCARD	edit:problem.txt (The previous experiments show consistently low depth scores )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
29	2026-04-03T12:57:08.775959	0.0	0	17	3	6	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth scores )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
30	2026-04-03T13:07:40.978121	0.0	0	19	7	7	0	600	DISCARD	edit:problem.txt (The previous experiments show consistently low depth scores )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
31	2026-04-03T13:18:03.437614	0.0	0	17	1	9	0	600	DISCARD	edit:problem.txt (The previous experiments show consistently low depth scores )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
32	2026-04-03T13:28:18.400317	0.03538	4	26	3	10	0	600	DISCARD	edit:problem.txt (Previous experiments show consistently low depth (0-4) becau)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
33	2026-04-03T13:38:48.048779	0.0	0	9	0	3	0	600	DISCARD	edit:problem.txt (The previous experiments show consistently low depth (0-4) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
34	2026-04-03T13:49:04.333321	0.02121	3	35	2	14	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-4), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
35	2026-04-03T13:59:21.149508	0.0	0	15	4	6	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-4) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
36	2026-04-03T14:09:38.920694	0.0	0	11	0	2	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-4), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
37	2026-04-03T14:20:02.251856	0.01969	3	24	3	8	0	600	DISCARD	edit:problem.txt (The last 8 experiments consistently show low depth (0-4), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
38	2026-04-03T14:30:26.333986	0.0	0	16	3	7	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-4) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
39	2026-04-03T14:40:40.487002	0.02148	3	22	1	8	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-4) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
40	2026-04-03T14:50:59.606830	0.00767	2	30	7	13	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-4) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
41	2026-04-03T15:01:18.776298	0.078	6	45	6	11	0	600	KEEP	edit:problem.txt (The previous experiments consistently show low depth (0-4), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
42	2026-04-03T15:11:38.531935	0.02009	3	28	3	13	0	600	DISCARD	edit:problem.txt (The last 8 experiments consistently show low depth (0-6), wi)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
43	2026-04-03T15:21:58.440720	0.02182	3	33	1	18	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
44	2026-04-03T15:32:16.828690	0.0	0	7	0	3	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
45	2026-04-03T15:42:36.550381	0.0225	3	32	0	15	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
46	2026-04-03T15:52:54.900403	0.01717	3	38	9	14	0	600	DISCARD	edit:problem.txt (The previous experiments show consistently low depth (0-6), )	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
47	2026-04-03T16:03:19.610704	0.03368	4	38	6	12	0	600	DISCARD	edit:problem.txt (Previous experiments show consistently low depth (0-6) becau)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
48	2026-04-03T16:13:40.627991	0.0171	3	25	6	10	0	600	DISCARD	edit:problem.txt (The previous experiments consistently show low depth (0-6) b)	{"SWARM_SIZE": 10, "MATH_COUNT": 6, "BULL_COUNT": 2, "BEAR_COUNT": 2, "FRONTIER_CAP": 30, "DEPTH_WEIGHT": 1.0, "PRICE_GATE_ALPHA": 0.05, "GLOBAL_DEDUP": "true", "THINKING_MODE": "off", "LLM_MODEL": "qwen3.5-9b", "LIBRARIAN_INTERVAL": 20}
